source,target,edge,edge_type,value,color
stimulants,oral,exists is same context,contextual proximity,8,#808080
stimulants,oral administration,"most NMU is via oral administration,exists is same context",relation,9,#22dd22
stimulants,other stimulant class,"may make it possible to use a dose within guidelines when the optimal medication relies on educated trial-and-error,exists is same context",relation,8,#22dd22
stimulants,outcomes,exists is same context,contextual proximity,3,#808080
stimulants,parent training,exists is same context,contextual proximity,2,#808080
stimulants,patient,exists is same context,contextual proximity,3,#808080
stimulants,patient commitment,exists is same context,contextual proximity,2,#808080
stimulants,patient education,exists is same context,contextual proximity,5,#808080
stimulants,patient supply,exists is same context,contextual proximity,2,#808080
stimulants,patient's symptoms,exists is same context,contextual proximity,2,#808080
stimulants,patient,exists is same context,contextual proximity,28,#808080
stimulants,pediatricians,exists is same context,contextual proximity,2,#808080
stimulants,performance enhancement,exists is same context,contextual proximity,2,#808080
stimulants,performance enhancing drugs,exists is same context,contextual proximity,2,#808080
stimulants,performance validity tests,exists is same context,contextual proximity,2,#808080
stimulants,pharmacokinetic profiles of long-acting and immediate-release preparations,exists is same context,contextual proximity,3,#808080
stimulants,pharmacokinetics,exists is same context,contextual proximity,2,#808080
stimulants,pharmacotherapy,exists is same context,contextual proximity,4,#808080
stimulants,doctor,exists is same context,contextual proximity,2,#808080
stimulants,pills per prescription,exists is same context,contextual proximity,2,#808080
stimulants,potential side effects of atx,exists is same context,contextual proximity,2,#808080
stimulants,pregnancies,exists is same context,contextual proximity,2,#808080
stimulants,adolescence,exists is same context,contextual proximity,2,#808080
stimulants,prescriber,exists is same context,contextual proximity,3,#808080
stimulants,prescribing medications for adhd,exists is same context,contextual proximity,2,#808080
stimulants,prescription for adhd medication,exists is same context,contextual proximity,2,#808080
stimulants,prescription refill requests,exists is same context,contextual proximity,2,#808080
stimulants,prescription stimulant,exists is same context,contextual proximity,2,#808080
stimulants,prescription stimulant,exists is same context,contextual proximity,2,#808080
stimulants,prevalence,exists is same context,contextual proximity,2,#808080
stimulants,prevention strategies,"Pediatricians use prevention strategies to prevent NMU when stimulants are prescribed.,exists is same context",relation,6,#22dd22
stimulants,priapism,exists is same context,contextual proximity,4,#808080
stimulants,problematic substance use,exists is same context,contextual proximity,3,#808080
stimulants,psychological treatment,exists is same context,contextual proximity,3,#808080
stimulants,psychosis,exists is same context,contextual proximity,4,#808080
stimulants,psychotherapy,exists is same context,contextual proximity,2,#808080
stimulants,psychotic symptoms,exists is same context,contextual proximity,3,#808080
stimulants,heart rate,exists is same context,contextual proximity,2,#808080
stimulants,quality of life,exists is same context,contextual proximity,3,#808080
stimulants,regularly check your child's weight to ensure they are growing normally,exists is same context,contextual proximity,3,#808080
stimulants,relationship issues,exists is same context,contextual proximity,2,#808080
stimulants,respondents who used stimulants for weight loss,had more symptoms of eating disorders,relation,4,#22dd22
stimulants,responders,"Other patients respond well to stimulant medications.,exists is same context",relation,10,#22dd22
stimulants,risks of stimulant misuse and diversion,exists is same context,contextual proximity,2,#808080
stimulants,dexmethylphenidate,exists is same context,contextual proximity,5,#808080
stimulants,dexmethylphenidate,exists is same context,contextual proximity,2,#808080
stimulants,safe storage,exists is same context,contextual proximity,9,#808080
stimulants,safeguards,exists is same context,contextual proximity,2,#808080
stimulants,schedule ii controlled substances,exists is same context,contextual proximity,2,#808080
stimulants,school-aged children,exists is same context,contextual proximity,2,#808080
stimulants,second-line nonstimulants,"categories of medication approved by the US FDA for ADHD treatment,exists is same context",relation,8,#22dd22
stimulants,seizures,exists is same context,contextual proximity,4,#808080
stimulants,selective noradrenaline reuptake inhibitors,exists is same context,contextual proximity,2,#808080
stimulants,self-harming behavior,exists is same context,contextual proximity,3,#808080
stimulants,sexual dysfunction and dysmenorrhea,exists is same context,contextual proximity,2,#808080
stimulants,short-acting methylphenidate,exists is same context,contextual proximity,3,#808080
stimulants,adverse effects,"because of side effects or worsened anxiety, mood, or tics,related to,exists is same context",relation,24,#22dd22
stimulants,skills training,exists is same context,contextual proximity,3,#808080
stimulants,sleep,exists is same context,contextual proximity,4,#808080
stimulants,sleep efficiency,"slightly-to-moderately decreased sleep efficiency,exists is same context",relation,7,#22dd22
stimulants,sleep issues,exists is same context,contextual proximity,6,#808080
stimulants,sleep onset,exists is same context,contextual proximity,2,#808080
stimulants,sleep issues,exists is same context,contextual proximity,2,#808080
stimulants,smok ing,exists is same context,contextual proximity,4,#808080
stimulants,cigarette smoking,exists is same context,contextual proximity,13,#808080
stimulants,snorting (insufflation),exists is same context,contextual proximity,8,#808080
stimulants,societal pressures to seek high levels of achievement,exists is same context,contextual proximity,2,#808080
stimulants,specifically learning disorders and low iq,exists is same context,contextual proximity,4,#808080
stimulants,stabilize substance use,exists is same context,contextual proximity,3,#808080
stimulants,stimulant adverse effects,exists is same context,contextual proximity,8,#808080
stimulants,stimulant medication,exists is same context,contextual proximity,22,#808080
stimulants,stimulant medication,exists is same context,contextual proximity,4,#808080
stimulants,stimulant misuse,exists is same context,contextual proximity,9,#808080
stimulants,stimulant misuse risk assessment,exists is same context,contextual proximity,3,#808080
stimulants,stimulant s,exists is same context,contextual proximity,2,#808080
stimulants,stimulant treatment history,exists is same context,contextual proximity,2,#808080
stimulants,stimulant-naïve college students,exists is same context,contextual proximity,2,#808080
stimulants,stimulant-refractory,exists is same context,contextual proximity,4,#808080
stimulants,stimulants are the first line of drug treatment for adhd,exists is same context,contextual proximity,3,#808080
stimulants,adult,exists is same context,contextual proximity,2,#808080
stimulants,"subsequent substance use, abuse, or dependence",exists is same context,contextual proximity,2,#808080
stimulants,substance abuse,exists is same context,contextual proximity,11,#808080
stimulants,substance misuse,exists is same context,contextual proximity,3,#808080
stimulants,substance abuse,exists is same context,contextual proximity,6,#808080
stimulants,substance abuse,"may be elevated in students with stimulant NMU,exists is same context",relation,6,#22dd22
stimulants,suds,exists is same context,contextual proximity,2,#808080
stimulants,attempted suicide,exists is same context,contextual proximity,3,#808080
stimulants,surgical treatment,exists is same context,contextual proximity,2,#808080
stimulants,"sustained resting tachycardia, arrhythmia or systolic bp of greater than the 95th%","For stimulants, a sustained resting tachycardia, arrhythmia or systolic BP of greater than the 95th% (or a clinically significant increase) measured on two occasions should prompt medical referral and dose reduction.,exists is same context",relation,6,#22dd22
stimulants,symptom validity tests,exists is same context,contextual proximity,2,#808080
stimulants,symptoms,exists is same context,contextual proximity,6,#808080
stimulants,target symptoms,exists is same context,contextual proximity,2,#808080
stimulants,teenage pregnancy,exists is same context,contextual proximity,4,#808080
stimulants,therapy,exists is same context,contextual proximity,4,#808080
stimulants,motor tics,"because of side effects or worsened anxiety, mood, or tics,exists is same context",relation,20,#22dd22
stimulants,total sleep time,"moderately reduced total sleep time,exists is same context",relation,7,#22dd22
stimulants,drug treatment,exists is same context,contextual proximity,2,#808080
stimulants,duration of treatment,exists is same context,contextual proximity,2,#808080
stimulants,tricyclic antidepressant,exists is same context,contextual proximity,14,#808080
stimulants,tricyclic antidepressants (tcas),exists is same context,contextual proximity,6,#808080
stimulants,unusual changes in behavior,exists is same context,contextual proximity,3,#808080
stimulants,us adults,exists is same context,contextual proximity,8,#808080
stimulants,u.s. food and drug administration,exists is same context,contextual proximity,2,#808080
stimulants,use of cannabis is not necessarily a contraindication to prescribing stimulant medication,exists is same context,contextual proximity,3,#808080
stimulants,venlafaxine,exists is same context,contextual proximity,6,#808080
stimulants,viloxazine,"alternative for,exists is same context",relation,22,#22dd22
stimulants,viloxazine dose,exists is same context,contextual proximity,2,#808080
stimulants,vital signs,exists is same context,contextual proximity,2,#808080
stimulants,vyvanse,exists is same context,contextual proximity,2,#808080
stimulants,weight,exists is same context,contextual proximity,4,#808080
stimulants,white matter integrity,exists is same context,contextual proximity,3,#808080
stimulants,willingness to use stimulants,exists is same context,contextual proximity,2,#808080
stimulants,adolescence,exists is same context,contextual proximity,2,#808080
stimulants,ɑ2 agonists,exists is same context,contextual proximity,2,#808080
stimulants are the first line of drug treatment for adhd,adhd,"for patients with ADHD and substance use disorder,exists is same context",relation,6,#22dd22
stimulants are the first line of drug treatment for adhd,drug treatment,exists is same context,contextual proximity,2,#808080
stimulants are the first line of drug treatment for adhd,stimulants,exists is same context,contextual proximity,3,#808080
stimulants for adhd,alcohol use disorder: treatment overview,exists is same context,contextual proximity,4,#808080
stimulants for adhd,counseling,exists is same context,contextual proximity,2,#808080
stimulants for adhd,limit their alcohol consumption,"individuals treated with stimulants are recommended to limit their alcohol consumption,exists is same context",relation,6,#22dd22
stimulants for adhd,low-risk and risky alcohol use,exists is same context,contextual proximity,2,#808080
stimulants for adhd,misuse,exists is same context,contextual proximity,2,#808080
stimulants for adhd,opioid use disorder: treatment overview,exists is same context,contextual proximity,2,#808080
stimulants for adhd,administration of stimulants in conjunction with alcohol use,"individuals treated with stimulants are cautioned about simultaneous consumption,exists is same context",relation,6,#22dd22
stimulants for adhd,stimulant use disorder: treatment overview,exists is same context,contextual proximity,2,#808080
stimulants for adhd,active substance use disorder (sud),exists is same context,contextual proximity,2,#808080
"stojanovski et al., 2019",adhd,"(Stojanovski et al., 2019). These findings are helpful to understand the causes of ADHD,exists is same context",relation,7,#22dd22
abdominal pain,drug treatment,exists is same context,contextual proximity,2,#808080
abdominal pain,behavioral changes,exists is same context,contextual proximity,2,#808080
abdominal pain,cardiovascular effects,exists is same context,contextual proximity,2,#808080
abdominal pain,central nervous system effects,exists is same context,contextual proximity,3,#808080
abdominal pain,gastrointestinal issues,exists is same context,contextual proximity,3,#808080
abdominal pain,mental conditions,exists is same context,contextual proximity,3,#808080
abdominal pain,sleep disturbances,exists is same context,contextual proximity,2,#808080
abdominal pain,emergency room visits,exists is same context,contextual proximity,2,#808080
abdominal pain,adhd symptoms,exists is same context,contextual proximity,6,#808080
abdominal pain,headache,exists is same context,contextual proximity,2,#808080
abdominal pain,drug treatment,"Stomachaches can be a common side effect of the medication.,exists is same context",relation,10,#22dd22
abdominal pain,stimulant medication,"A possible side effect of stimulant medications,exists is same context",relation,6,#22dd22
"stomachaches, nausea",adjust the timing of the dose,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",adjusting the dose or timing may help,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",atomoxetine,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",consult with the healthcare provider for further advice,"Recommended management strategy for Stomachaches, Nausea,exists is same context",relation,6,#22dd22
"stomachaches, nausea",encourage good sleep habits,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",excessive tiredness,exists is same context,contextual proximity,8,#808080
"stomachaches, nausea",give medication with food to minimize stomach discomfort,"Recommended management strategy for Stomachaches, Nausea,exists is same context",relation,6,#22dd22
"stomachaches, nausea",headache,exists is same context,contextual proximity,4,#808080
"stomachaches, nausea",insomnia,exists is same context,contextual proximity,4,#808080
"stomachaches, nausea",irritability or aggression (infrequent),exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",monitor headaches and consult with the healthcare provider,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",monitor irritability and consult with the healthcare provider,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",some children do better with the daily dose divided into two doses,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",start with a low dose and gradually increase,exists is same context,contextual proximity,2,#808080
"stomachaches, nausea",this side effect usually improves over time,exists is same context,contextual proximity,2,#808080
atomoxetine,adhd,exists is same context,contextual proximity,2,#808080
atomoxetine,amphetamine,exists is same context,contextual proximity,2,#808080
atomoxetine,intuniv (guanfacine),exists is same context,contextual proximity,2,#808080
atomoxetine,non-stimulant medications,"Strattera is a type of non-stimulant medication,exists is same context",relation,10,#22dd22
atomoxetine,noradrenaline,exists is same context,contextual proximity,2,#808080
atomoxetine,adverse effects,exists is same context,contextual proximity,2,#808080
atomoxetine,stimulant medication,exists is same context,contextual proximity,4,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),adult,exists is same context,contextual proximity,4,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),adolescence,"used with children as the target population,exists is same context",relation,8,#22dd22
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),distress tolerance scale,exists is same context,contextual proximity,6,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),emotion regulation questionnaire (erq),"used in conjunction with ERQ to assess emotional regulation,exists is same context",relation,10,#22dd22
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),emotional lability t-scores on conners rating scales –revised (crs-r),exists is same context,contextual proximity,2,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),expression and emotion scale for children (eesc),exists is same context,contextual proximity,2,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),frustration discomfort scale,exists is same context,contextual proximity,2,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),difﬁculties in emotion regulation scale (ders),exists is same context,contextual proximity,2,#808080
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),wender-reimherr adult attention deficit disorder scale,exists is same context,contextual proximity,4,#808080
stress,adhd,exists is same context,contextual proximity,4,#808080
stress,adolescence,exists is same context,contextual proximity,4,#808080
stress,environmental correlates of adhd,exists is same context,contextual proximity,5,#808080
stress response,dopaminergic system,exists is same context,contextual proximity,6,#808080
stress response,executive control,exists is same context,contextual proximity,3,#808080
stress response,mood regulation,exists is same context,contextual proximity,2,#808080
stress response,noradrenergic system,exists is same context,contextual proximity,4,#808080
stress-related strains on cognition,adhd,exists is same context,contextual proximity,4,#808080
stress-related strains on cognition,normal cognitive fluctuations,explanations for symptoms of ADHD in adults,relation,4,#22dd22
stressed events during childhood,adhd,"can increase the risk of developing,exists is same context",relation,17,#22dd22
stressed events during childhood,adhd individuals,exists is same context,contextual proximity,8,#808080
stressful environment,adhd symptoms,"can be the result of,exists is same context",relation,6,#22dd22
stressors in family life,classroom modifications and accommodations,exists is same context,contextual proximity,3,#808080
strong effects,adhd medication,exists is same context,contextual proximity,5,#808080
strong effects,medical literature,exists is same context,contextual proximity,2,#808080
strong effects,studies,exists is same context,contextual proximity,3,#808080
structural grey matter volume reductions,48 cohorts,exists is same context,contextual proximity,2,#808080
structural grey matter volume reductions,asd,exists is same context,contextual proximity,2,#808080
structural grey matter volume reductions,basal ganglia and insula,"are disorder-specific relative to OCD,exists is same context",relation,6,#22dd22
structural grey matter volume reductions,medial frontal reductions,exists is same context,contextual proximity,2,#808080
structural grey matter volume reductions,ocd,"were found in 30 data sets with 1,870 participants,exists is same context",relation,6,#22dd22
structural grey matter volume reductions,structural magnetic resonance imaging (mri) data,exists is same context,contextual proximity,2,#808080
structural magnetic resonance imaging (mri) data,48 cohorts,"were analyzed from a total of over 12,000 participants",relation,4,#22dd22
structural magnetic resonance imaging (mri) data,structural grey matter volume reductions,exists is same context,contextual proximity,2,#808080
structured behavioural observations,children who have not yet entered elementary school,include assessments modifications for,relation,4,#22dd22
structured behavioural observations,clinician,exists is same context,contextual proximity,2,#808080
structured behavioural observations,diagnoses,exists is same context,contextual proximity,2,#808080
structured behavioural observations,teacher ratings,exists is same context,contextual proximity,2,#808080
structured or semi-structured interviews,cornerstone diagnostic tools for adhd,are cornerstone diagnostic tools for,relation,4,#22dd22
adult,behavior,are less willing to engage in,relation,4,#22dd22
adult,nmu,exists is same context,contextual proximity,2,#808080
adult,patient,exists is same context,contextual proximity,3,#808080
adult,stimulants,exists is same context,contextual proximity,2,#808080
students who did not engage in nmu,gpas,"significantly increased for st udents,exists is same context",relation,6,#22dd22
students who reported nmu,gpas,"not for those who re ported NMU,exists is same context",relation,6,#22dd22
students with disabilities,children and youth with special health care needs,are related concepts in the context of healthcare,relation,4,#22dd22
students with disabilities,cognitive behavior therapy,exists is same context,contextual proximity,2,#808080
studies,2000 people,"included data from at least,exists is same context",relation,7,#22dd22
studies,adhd,"found an ADHD treatment rate of only 0.02% among persons at least fifty years old,exists is same context",relation,15,#22dd22
studies,adhd symptoms,exists is same context,contextual proximity,5,#808080
studies,adhd medication,exists is same context,contextual proximity,15,#808080
studies,adhd-like symptoms,exists is same context,contextual proximity,6,#808080
studies,behaviors that we now associate with adhd,exists is same context,contextual proximity,3,#808080
studies,black individuals,exists is same context,contextual proximity,2,#808080
studies,consensus statement,exists is same context,contextual proximity,3,#808080
studies,empirically supported statements,exists is same context,contextual proximity,2,#808080
studies,extreme deprivation early in life,exists is same context,contextual proximity,2,#808080
studies,ferritin,"found reductions in ferritin levels in studies,exists is same context",relation,8,#22dd22
studies,findings of interest,exists is same context,contextual proximity,2,#808080
studies,genetic and environmental risk factors,exists is same context,contextual proximity,2,#808080
studies,large effect,exists is same context,contextual proximity,3,#808080
studies,medical literature,exists is same context,contextual proximity,6,#808080
studies,medium effect,exists is same context,contextual proximity,3,#808080
studies,meta-analyses,exists is same context,contextual proximity,4,#808080
studies,misconceptions,exists is same context,contextual proximity,2,#808080
studies,misusers,exists is same context,contextual proximity,6,#808080
studies,motiv ations,exists is same context,contextual proximity,2,#808080
studies,nmu,"examined the topic of,exists is same context",relation,8,#22dd22
studies,outcomes associated with nmu,exists is same context,contextual proximity,2,#808080
studies,participants,"We reviewed studies with more than 2,000 participants or meta-analyses from five or more studies or 2,000 or more participants.",relation,4,#22dd22
studies,person,exists is same context,contextual proximity,2,#808080
studies,prevalence,exists is same context,contextual proximity,2,#808080
studies,adult,exists is same context,contextual proximity,2,#808080
studies,reviews,"excluded,exists is same context",relation,7,#22dd22
studies,risk factors,exists is same context,contextual proximity,2,#808080
studies,risk reduction methods,exists is same context,contextual proximity,2,#808080
studies,serum,exists is same context,contextual proximity,2,#808080
studies,serum iron,exists is same context,contextual proximity,2,#808080
studies,single genetic abnormality,exists is same context,contextual proximity,2,#808080
studies,small effect,exists is same context,contextual proximity,3,#808080
studies,smaller studies,exists is same context,contextual proximity,3,#808080
studies,adhd stigma,exists is same context,contextual proximity,3,#808080
studies,strong effects,"clearly showed,exists is same context",relation,7,#22dd22
studies,traumatic brain injury early in life,exists is same context,contextual proximity,2,#808080
studies,treatment studies,exists is same context,contextual proximity,4,#808080
studies,us population,exists is same context,contextual proximity,2,#808080
studies,adolescence,"Involve participants from,exists is same context",relation,6,#22dd22
studies regarding nmu of mph or amp,amphetamine,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,exclusion criteria,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,inclusion criteria,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,malingering,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,dexmethylphenidate,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,neuroenhancement,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,stimulant,exists is same context,contextual proximity,4,#808080
studies regarding nmu of mph or amp,study selection,exists is same context,contextual proximity,2,#808080
studies regarding nmu of mph or amp,substance abuse,exists is same context,contextual proximity,2,#808080
study design,prevalence of stimulant nmu,"influences the results of studies on stimulant NMU,exists is same context",relation,7,#22dd22
"study of 15,629 adults and adolescents",emergency room visits,exists is same context,contextual proximity,2,#808080
"study of 15,629 adults and adolescents",poison control centers data,found greater rates of admission to healthcare facilities among individuals who abused versus those who did not abuse AMP,relation,4,#22dd22
study routes of administration,nmu (non-medical use),exists is same context,contextual proximity,3,#808080
study selection,stimulant,exists is same context,contextual proximity,2,#808080
study selection,studies regarding nmu of mph or amp,"Study selection is related to studies regarding NMU of MPH or AMP as it involves the inclusion and exclusion criteria for these studies.,exists is same context",relation,6,#22dd22
study skills,adolescence,exists is same context,contextual proximity,2,#808080
study skills,direct skills training,"part of,exists is same context",relation,9,#22dd22
study skills,disruptive behavior disorders,exists is same context,contextual proximity,2,#808080
study skills,adolescence,exists is same context,contextual proximity,3,#808080
subcortical regions,adhd,exists is same context,contextual proximity,2,#808080
subcortical regions,adhd children,"are smaller in,exists is same context",relation,9,#22dd22
subcortical regions,cognitive training,exists is same context,contextual proximity,3,#808080
subjective emotionality,behavioral expression,exists is same context,contextual proximity,2,#808080
subjective emotionality,behavioral indicators,"Lag behind subjective experience in ADHD Prototype 2 phase 2,exists is same context",relation,8,#22dd22
subjective emotionality,emotion generation,exists is same context,contextual proximity,4,#808080
subjective emotionality,ei (emotional impulsivity),exists is same context,contextual proximity,2,#808080
subjective emotionality,emotion,exists is same context,contextual proximity,2,#808080
subjective emotionality,emotion regulation,exists is same context,contextual proximity,4,#808080
subjective emotionality,high emotional thresholds,exists is same context,contextual proximity,2,#808080
subjective emotionality,recovery times,exists is same context,contextual proximity,2,#808080
subjective emotionality,quick return to baseline,exists is same context,contextual proximity,2,#808080
subjective well-being,adhd,exists is same context,contextual proximity,330,#808080
subjective well-being,age at menopause,"Genetic correlation (rG) with Age at menopause,exists is same context",relation,229,#22dd22
subjective well-being,age of first birth,"Genetic correlation (rG) with Age of first birth,exists is same context",relation,229,#22dd22
subjective well-being,autism,exists is same context,contextual proximity,225,#808080
subjective well-being,body mass index,"Genetic correlation (rG) with Body mass index,exists is same context",relation,244,#22dd22
subjective well-being,cannabis use disorder,exists is same context,contextual proximity,225,#808080
subjective well-being,cigarettes smoked per day,"Genetic correlation (rG) with Cigarettes smoked per day,exists is same context",relation,244,#22dd22
subjective well-being,college completion,exists is same context,contextual proximity,15,#808080
subjective well-being,coronary artery disease,"Genetic correlation (rG) with Coronary artery disease,exists is same context",relation,244,#22dd22
subjective well-being,fmri studies of cognitive control,exists is same context,contextual proximity,15,#808080
subjective well-being,genetic correlation,exists is same context,contextual proximity,15,#808080
subjective well-being,intelligence,exists is same context,contextual proximity,15,#808080
subjective well-being,lung cancer,"Genetic correlation (rG) with Lung cancer,exists is same context",relation,319,#22dd22
subjective well-being,major depression,exists is same context,contextual proximity,225,#808080
subjective well-being,number of children,"Genetic correlation (rG) with Number of children,exists is same context",relation,229,#22dd22
subjective well-being,obesity,"Genetic correlation (rG) with Obesity,exists is same context",relation,229,#22dd22
subjective well-being,schizophrenia,exists is same context,contextual proximity,225,#808080
subjective well-being,smoking initiation,"Genetic correlation (rG) with Smoking initiation,exists is same context",relation,259,#22dd22
subjective well-being,type 2 diabetes,"Genetic correlation (rG) with Type 2 diabetes mellitus,exists is same context",relation,244,#22dd22
subjective well-being,years of schooling,exists is same context,contextual proximity,15,#808080
subjective/cognitive response system,observed behavior,exists is same context,contextual proximity,2,#808080
subjectively experienced emotion,observed behavior,"suggests that unusually intense behaviors do not necessarily signify a commensurate rise in felt emotion,exists is same context",relation,6,#22dd22
suboptimal response,adjunctive psychotherapy,exists is same context,contextual proximity,2,#808080
suboptimal response,amphetamine,exists is same context,contextual proximity,2,#808080
suboptimal response,augmentation strategies,"Augmentation strategies for patients who experienced a suboptimal response,exists is same context",relation,6,#22dd22
suboptimal response,availability of treatment,exists is same context,contextual proximity,2,#808080
suboptimal response,cognitive behavior therapy,exists is same context,contextual proximity,2,#808080
suboptimal response,comorbid condition,exists is same context,contextual proximity,2,#808080
suboptimal response,initial treatment,"Individuals with a suboptimal response to initial treatment,exists is same context",relation,8,#22dd22
suboptimal response,medication adherence,exists is same context,contextual proximity,2,#808080
suboptimal response,patient preference,exists is same context,contextual proximity,2,#808080
suboptimal response to pharmacotherapy,classroom modifications and accommodations,exists is same context,contextual proximity,3,#808080
subsequent drug use disorders,adhd,exists is same context,contextual proximity,9,#808080
subsequent substance use,adhd,exists is same context,contextual proximity,5,#808080
subsequent substance use,adhd medication,exists is same context,contextual proximity,2,#808080
"subsequent substance use, abuse, or dependence",priapism,exists is same context,contextual proximity,2,#808080
"subsequent substance use, abuse, or dependence",stimulants,exists is same context,contextual proximity,2,#808080
substance abuse,accidental injuries,exists is same context,contextual proximity,3,#808080
substance abuse,adhd,exists is same context,contextual proximity,16,#808080
substance abuse,adhd medication,exists is same context,contextual proximity,9,#808080
substance abuse,amphetamine,exists is same context,contextual proximity,2,#808080
substance abuse,antisocial behaviour,increases the risk of misdiagnosis of ADHD,relation,4,#22dd22
substance abuse,atomoxetine,exists is same context,contextual proximity,3,#808080
substance abuse,autism,exists is same context,contextual proximity,10,#808080
substance abuse,community support,exists is same context,contextual proximity,2,#808080
substance abuse,comorbid condition,exists is same context,contextual proximity,2,#808080
substance abuse,complex psychosocial circumstances,exists is same context,contextual proximity,2,#808080
substance abuse,conduct disorder,exists is same context,contextual proximity,2,#808080
substance abuse,criminality,"each more than doubled the likelihood,exists is same context",relation,6,#22dd22
substance abuse,drug treatment,exists is same context,contextual proximity,2,#808080
substance abuse,duration of action,exists is same context,contextual proximity,3,#808080
substance abuse,emotional problems,exists is same context,contextual proximity,2,#808080
substance abuse,greater family cohesion,exists is same context,contextual proximity,2,#808080
substance abuse,household public assistance,exists is same context,contextual proximity,2,#808080
substance abuse,intellectual disabilities,exists is same context,contextual proximity,2,#808080
substance abuse,"intentional, nontherapeutic use",exists is same context,contextual proximity,2,#808080
substance abuse,learning disorder,exists is same context,contextual proximity,2,#808080
substance abuse,adhd medication,exists is same context,contextual proximity,2,#808080
substance abuse,drug treatment,exists is same context,contextual proximity,5,#808080
substance abuse,oppositional defiant disorder,exists is same context,contextual proximity,4,#808080
substance abuse,mental conditions,"each more than doubled the likelihood,exists is same context",relation,6,#22dd22
substance abuse,residential instability,exists is same context,contextual proximity,2,#808080
substance abuse,seizures,exists is same context,contextual proximity,2,#808080
substance abuse,sleep disorder,exists is same context,contextual proximity,2,#808080
substance abuse,sleep issues,exists is same context,contextual proximity,2,#808080
substance abuse,stimulant medication,exists is same context,contextual proximity,4,#808080
substance abuse,stimulant therapy,exists is same context,contextual proximity,2,#808080
substance abuse,stimulants,exists is same context,contextual proximity,11,#808080
substance abuse,attempted suicide,exists is same context,contextual proximity,2,#808080
substance abuse,symptoms,"should be assessed for symptoms of substance abuse,exists is same context",relation,6,#22dd22
substance abuse,motor tics,exists is same context,contextual proximity,3,#808080
substance abuse,trauma,exists is same context,contextual proximity,2,#808080
substance abuse,adhd,exists is same context,contextual proximity,5,#808080
substance abuse,adhd medication,exists is same context,contextual proximity,2,#808080
substance misuse,adhd,exists is same context,contextual proximity,2,#808080
substance misuse,drug treatment,"should be prescribed by an appropriately qualified healthcare professional,exists is same context",relation,6,#22dd22
substance misuse,stimulants,exists is same context,contextual proximity,3,#808080
substance use,adhd,exists is same context,contextual proximity,8,#808080
substance use,adhd probands,exists is same context,contextual proximity,2,#808080
substance use,cocaine or methamphetamine use,exists is same context,contextual proximity,2,#808080
substance use,cognitive behavior therapy,exists is same context,contextual proximity,2,#808080
substance use,comorbid condition,exists is same context,contextual proximity,3,#808080
substance use,initial treatment,initial treatment modified for specific populations such as individuals with substance use,relation,4,#22dd22
substance use,onset,exists is same context,contextual proximity,2,#808080
substance use,spouses,exists is same context,contextual proximity,2,#808080
substance use,symptoms,exists is same context,contextual proximity,2,#808080
substance abuse,adhd,"Comorbidity with ADHD,exists is same context",relation,39,#22dd22
substance abuse,alcohol,"has history of,exists is same context",relation,8,#22dd22
substance abuse,amphetamine,exists is same context,contextual proximity,4,#808080
substance abuse,anxiety disorder,exists is same context,contextual proximity,9,#808080
substance abuse,benzodiazepines,"has history of,exists is same context",relation,8,#22dd22
substance abuse,bipolar disorder,exists is same context,contextual proximity,2,#808080
substance abuse,bupropion,exists is same context,contextual proximity,11,#808080
substance abuse,conduct disorder (cd),exists is same context,contextual proximity,3,#808080
substance abuse,depression,exists is same context,contextual proximity,4,#808080
substance abuse,impaired academic functioning,exists is same context,contextual proximity,6,#808080
substance abuse,lower achievement scores,exists is same context,contextual proximity,3,#808080
substance abuse,major depression,exists is same context,contextual proximity,2,#808080
substance abuse,dexmethylphenidate,exists is same context,contextual proximity,4,#808080
substance abuse,opioid,"has history of,exists is same context",relation,8,#22dd22
substance abuse,oppositional defiant disorder,exists is same context,contextual proximity,3,#808080
