source,target,edge,edge_type,value,color
sanming project of medicine in shenzhen,j. atten. disord.,exists is same context,contextual proximity,2,#808080
sanming project of medicine in shenzhen,y.w.,exists is same context,contextual proximity,3,#808080
sanofi/zentiva,e.s.b.,exists is same context,contextual proximity,8,#808080
sanofi/zentiva,esrc,exists is same context,contextual proximity,2,#808080
sanofi/zentiva,government,exists is same context,contextual proximity,5,#808080
sanofi/zentiva,j.b.s.,exists is same context,contextual proximity,4,#808080
sanofi/zentiva,ku leuven,exists is same context,contextual proximity,2,#808080
sanofi/zentiva,m.h.,exists is same context,contextual proximity,2,#808080
sanofi/zentiva,mrc,exists is same context,contextual proximity,2,#808080
sanofi/zentiva,r.s.,exists is same context,contextual proximity,10,#808080
sanofi/zentiva,wellcome trust,exists is same context,contextual proximity,2,#808080
"santangelo, s.l.","sergeant, j.a.",co-author,relation,4,#22dd22
"sariaslan, a.",attention deficit hyperactivity disorder,exists is same context,contextual proximity,16,#808080
saudi adhd society,adhd,exists is same context,contextual proximity,15,#808080
saudi adhd society,adhd (attention-deficit/hyperactivity disorder),"is providing information for patients, families and practitioners,exists is same context",relation,8,#22dd22
saudi adhd society,saudi arabia,based in,relation,4,#22dd22
saudi adhd society,university of southampton,exists is same context,contextual proximity,2,#808080
saudi adhd society medical and psychological committee,kenya,exists is same context,contextual proximity,3,#808080
saudi adhd society medical and psychological committee,saudi arabia,Based in,relation,4,#22dd22
saudi adhd society medical and psychological committee,"seattle, wa, usa",exists is same context,contextual proximity,2,#808080
saudi arabia,canada,exists is same context,contextual proximity,2,#808080
saudi arabia,canadian adhd research alliance (caddra),exists is same context,contextual proximity,2,#808080
saudi arabia,kenya,exists is same context,contextual proximity,3,#808080
saudi arabia,"seattle, wa, usa",exists is same context,contextual proximity,2,#808080
saudi arabia,sickkids centre for community mental health,exists is same context,contextual proximity,2,#808080
saudi arabia,university of nottingham,exists is same context,contextual proximity,2,#808080
saudi arabia,university of southampton,exists is same context,contextual proximity,2,#808080
saudi arabia,university of toronto,exists is same context,contextual proximity,2,#808080
scaffolding,adhd,exists is same context,contextual proximity,6,#808080
scaffolding,brain imaging,exists is same context,contextual proximity,3,#808080
scaffolding,electrophysiology,exists is same context,contextual proximity,3,#808080
scaffolding,event-related potentials (erps),exists is same context,contextual proximity,3,#808080
scaffolding,higher-order cognitive processing stages,exists is same context,contextual proximity,3,#808080
scaffolding,inattention,exists is same context,contextual proximity,3,#808080
scaffolding,pathophysiological pathways,exists is same context,contextual proximity,3,#808080
scaffolding,positive parenting,"occurs when a compensating resource prevents,exists is same context",relation,7,#22dd22
scaffolding,resilience,exists is same context,contextual proximity,3,#808080
scaffolding,self-perceptions of competence,"occurs when a compensating resource prevents,exists is same context",relation,7,#22dd22
scaffolding,social acceptance,"occurs when a compensating resource prevents,exists is same context",relation,7,#22dd22
scaffolding,theta to beta ratio,exists is same context,contextual proximity,3,#808080
scales,adolescents,exists is same context,contextual proximity,2,#808080
scales,adolescents with adhd,exists is same context,contextual proximity,2,#808080
scales,affected individual,exists is same context,contextual proximity,2,#808080
scales,children who have not yet entered elementary school,exists is same context,contextual proximity,2,#808080
scales,differentiate normative and non-normative hyperactivity or impulsivity,exists is same context,contextual proximity,2,#808080
scales,differentiate normative versus non-normative behaviours,exists is same context,contextual proximity,2,#808080
scales,information about the individual’s self-awareness and motivation for treatment,exists is same context,contextual proximity,2,#808080
scales,is not necessary,exists is same context,contextual proximity,2,#808080
scales,normative data,exists is same context,contextual proximity,2,#808080
scales,parent and teacher reports,exists is same context,contextual proximity,2,#808080
scales,parents,exists is same context,contextual proximity,2,#808080
scales,pre-elementary school children,exists is same context,contextual proximity,2,#808080
scales,preschool teachers and clinicians,exists is same context,contextual proximity,4,#808080
scales,ratings from other individuals,exists is same context,contextual proximity,2,#808080
scales,remain central to diagnosis,exists is same context,contextual proximity,2,#808080
scales,secondary school teacher,exists is same context,contextual proximity,2,#808080
scales,self-reports,exists is same context,contextual proximity,2,#808080
scales,structured behavioural observations,exists is same context,contextual proximity,2,#808080
scales,struggle with self-awareness,exists is same context,contextual proximity,2,#808080
scales,symptom domains,exists is same context,contextual proximity,2,#808080
scales,teacher ratings,exists is same context,contextual proximity,2,#808080
scd,"1,200,000 children and young adults (ages 2 to 24 years)",exists is same context,contextual proximity,4,#808080
scd,adhd,exists is same context,contextual proximity,4,#808080
scd,adhd medications,"The absolute risk of SCD in these studies was exceedingly low.,exists is same context",relation,30,#22dd22
scd,adult populations,exists is same context,contextual proximity,4,#808080
scd,comprehensive medical history,exists is same context,contextual proximity,3,#808080
scd,diagnostic codes from medical billing to identify patients with prior cv history,exists is same context,contextual proximity,4,#808080
scd,family history,exists is same context,contextual proximity,3,#808080
scd,individuals with current or prior adhd medication use,exists is same context,contextual proximity,4,#808080
scd,marfan syndrome,exists is same context,contextual proximity,6,#808080
scd,medications,exists is same context,contextual proximity,2,#808080
scd,myocardial infarction (mi),exists is same context,contextual proximity,8,#808080
scd,non-users,exists is same context,contextual proximity,4,#808080
scd,patients with prior cv disease,exists is same context,contextual proximity,4,#808080
scd,patients with prior cv disease history,exists is same context,contextual proximity,4,#808080
scd,pediatric (four studies) and adult (six studies) populations,exists is same context,contextual proximity,4,#808080
scd,physical examination,exists is same context,contextual proximity,3,#808080
scd,pretreatment clinical evaluation,exists is same context,contextual proximity,3,#808080
scd,stroke,exists is same context,contextual proximity,8,#808080
scd,underlying cardiac disease,exists is same context,contextual proximity,6,#808080
scd (sudden cardiac death),blood pressure,exists is same context,contextual proximity,2,#808080
scd (sudden cardiac death),cardiac arrhythmias,"Related conditions to SCD,exists is same context",relation,6,#22dd22
scd (sudden cardiac death),cardiac auscultation,exists is same context,contextual proximity,2,#808080
scd (sudden cardiac death),family history,exists is same context,contextual proximity,2,#808080
scd (sudden cardiac death),heart murmur,exists is same context,contextual proximity,2,#808080
scd (sudden cardiac death),physical examination,exists is same context,contextual proximity,2,#808080
scd (sudden cardiac death) and tachyarrhythmias,adhd medication use,"associated with increased risk of SCD,exists is same context",relation,7,#22dd22
scd (sudden cardiac death) and tachyarrhythmias,rr (relative risk),exists is same context,contextual proximity,2,#808080
"schachar, r.","devenyi, g.a.",exists is same context,contextual proximity,3,#808080
"schachar, r.","schatzberg, a.f.",co-author,relation,4,#22dd22
"schachar, r.","szatmari, p.",exists is same context,contextual proximity,2,#808080
"schachar, r.","voineskos, a.n.",co-author,relation,4,#22dd22
"scheffer, i.","schoch, s.",Co-author,relation,4,#22dd22
"scheftner, w.a.","schellenberg, g.d.",co-author,relation,4,#22dd22
schizophrenia,adhd,exists is same context,contextual proximity,22,#808080
schizophrenia,alzheimer’s disease,exists is same context,contextual proximity,4,#808080
schizophrenia,attention deficit/hyperactivity disorder,exists is same context,contextual proximity,4,#808080
schizophrenia,attention-deficit/hyperactivity disorder onset,exists is same context,contextual proximity,2,#808080
schizophrenia,autism spectrum disorder,exists is same context,contextual proximity,3,#808080
schizophrenia,co-morbid conditions,exists is same context,contextual proximity,2,#808080
schizophrenia,creativity,exists is same context,contextual proximity,2,#808080
schizophrenia,garcia-argibay m,exists is same context,contextual proximity,2,#808080
schizophrenia,hegvik t a,exists is same context,contextual proximity,2,#808080
schizophrenia,hess j l,exists is same context,contextual proximity,2,#808080
schizophrenia,hoogman m,exists is same context,contextual proximity,2,#808080
schizophrenia,hou j,exists is same context,contextual proximity,2,#808080
schizophrenia,malik m a,exists is same context,contextual proximity,2,#808080
schizophrenia,mef2c,exists is same context,contextual proximity,4,#808080
schizophrenia,mental disorder,exists is same context,contextual proximity,2,#808080
schizophrenia,neurodevelopmental disorders,exists is same context,contextual proximity,4,#808080
schizophrenia,nigg j t,exists is same context,contextual proximity,2,#808080
schizophrenia,polygenic resilience score,"may be affected by,exists is same context",relation,8,#22dd22
schizophrenia,possible treatment targets,exists is same context,contextual proximity,2,#808080
schizophrenia,sorcs3,exists is same context,contextual proximity,2,#808080
schizophrenia,variant risk,"Schizophrenia has variant risk.,exists is same context",relation,6,#22dd22
school age children,adhd,exists is same context,contextual proximity,4,#808080
school age children,child with adhd,exists is same context,contextual proximity,4,#808080
school and home,symptoms of adhd,exists is same context,contextual proximity,2,#808080
school bag/desk,child,exists is same context,contextual proximity,2,#808080
school bag/desk,child with adhd,exists is same context,contextual proximity,3,#808080
school bag/desk,drug holiday,exists is same context,contextual proximity,2,#808080
school bag/desk,medicine,exists is same context,contextual proximity,3,#808080
school children,adhd,exists is same context,contextual proximity,2,#808080
school children,child,exists is same context,contextual proximity,2,#808080
school children,school work,exists is same context,contextual proximity,2,#808080
school counselor,adhd,exists is same context,contextual proximity,2,#808080
school counselor,child,exists is same context,contextual proximity,3,#808080
school days,child,exists is same context,contextual proximity,2,#808080
school days,child with adhd,exists is same context,contextual proximity,3,#808080
school days,drug holiday,exists is same context,contextual proximity,2,#808080
school days,medicine,exists is same context,contextual proximity,3,#808080
school failure,adhd,"The disorder's impairments are for example, school and occupational failure,exists is same context",relation,25,#22dd22
school failure,counseling,exists is same context,contextual proximity,2,#808080
school failure and drop out,treatment,exists is same context,contextual proximity,3,#808080
school failure and drop out,untreated adhd,exists is same context,contextual proximity,6,#808080
school functioning,adhd,exists is same context,contextual proximity,7,#808080
school functioning,emotional and social impairment,exists is same context,contextual proximity,2,#808080
school functioning,patients,exists is same context,contextual proximity,3,#808080
school functioning,quality of life,exists is same context,contextual proximity,2,#808080
school nurse,child's doctor or nurse,exists is same context,contextual proximity,2,#808080
school nurse,stimulant medicines,exists is same context,contextual proximity,3,#808080
school nurse,stimulants,exists is same context,contextual proximity,6,#808080
school nurse or staff member,adhd,exists is same context,contextual proximity,2,#808080
school nurse or staff member,adhd medicine,exists is same context,contextual proximity,4,#808080
school nurse or staff member,childhood,exists is same context,contextual proximity,2,#808080
school nurse/faculty member,child,exists is same context,contextual proximity,2,#808080
school nurse/faculty member,child with adhd,exists is same context,contextual proximity,3,#808080
school nurse/faculty member,drug holiday,exists is same context,contextual proximity,2,#808080
school nurse/faculty member,medicine,"A school nurse or faculty member should keep this medicine and give it to the child at the appropriate time.,exists is same context",relation,7,#22dd22
"school of medicine, university of nottingham",university of southampton,exists is same context,contextual proximity,2,#808080
school of psychological sciences,turner institute for brain and mental health,The school is located in Turner Institute,relation,4,#22dd22
"school of psychology, faculty of environmental and life sciences",new york university child study center,exists is same context,contextual proximity,2,#808080
"school of psychology, faculty of environmental and life sciences",solent nhs trust,exists is same context,contextual proximity,2,#808080
"school of psychology, faculty of environmental and life sciences","southampton, uk",exists is same context,contextual proximity,2,#808080
"school of psychology, faculty of environmental and life sciences",university of southampton,exists is same context,contextual proximity,2,#808080
"school of psychology, speech and hearing, university of canterbury","barcelona, catalonia, spain ",exists is same context,contextual proximity,4,#808080
"school of psychology, speech and hearing, university of canterbury","christchurch, new zealand ",located in,relation,4,#22dd22
"school of psychology, speech and hearing, university of canterbury",germany ,exists is same context,contextual proximity,4,#808080
school performance,adhd,exists is same context,contextual proximity,8,#808080
school performance,medication,exists is same context,contextual proximity,2,#808080
school performance,stimulant,"A child's school performance can improve with the use of a stimulant.,exists is same context",relation,8,#22dd22
school performance,stimulants,exists is same context,contextual proximity,3,#808080
school performance,type 1 diabetes,exists is same context,contextual proximity,2,#808080
school plan,adhd medicine,exists is same context,contextual proximity,2,#808080
school plan,child,exists is same context,contextual proximity,2,#808080
school plan,child's needs,can be created to help children with ADHD do better in school,relation,4,#22dd22
school records,adhd,exists is same context,contextual proximity,5,#808080
school records,anxiety and mood disorders,exists is same context,contextual proximity,3,#808080
school records,behavioral difficulties,exists is same context,contextual proximity,3,#808080
school records or informant,adhd,exists is same context,contextual proximity,2,#808080
school records or informant,dsm-5 diagnosis,exists is same context,contextual proximity,2,#808080
school staff,adhd,exists is same context,contextual proximity,5,#808080
school staff,anxiety and mood disorders,exists is same context,contextual proximity,3,#808080
school staff,behavioral difficulties,exists is same context,contextual proximity,3,#808080
school work,adhd,exists is same context,contextual proximity,4,#808080
school work,adhd treatment plan,exists is same context,contextual proximity,2,#808080
school work,caregivers,exists is same context,contextual proximity,2,#808080
school work,child,exists is same context,contextual proximity,4,#808080
school work,children with adhd,exists is same context,contextual proximity,2,#808080
school work,classroom,exists is same context,contextual proximity,2,#808080
school work,daily report card,exists is same context,contextual proximity,2,#808080
school work,extra help,exists is same context,contextual proximity,2,#808080
school work,extra time,exists is same context,contextual proximity,2,#808080
school work,homework assignments,exists is same context,contextual proximity,2,#808080
school work,idea,exists is same context,contextual proximity,2,#808080
school work,learning disabilities,exists is same context,contextual proximity,2,#808080
school work,private signal,exists is same context,contextual proximity,2,#808080
school work,regular classroom setting,exists is same context,contextual proximity,2,#808080
school work,school children,exists is same context,contextual proximity,2,#808080
school work,section 504,exists is same context,contextual proximity,2,#808080
school work,specific types of school work,exists is same context,contextual proximity,2,#808080
school work,teachers,exists is same context,contextual proximity,2,#808080
school-aged children,3 to 6 mg,are,relation,4,#22dd22
school-aged children,medications used for adhd treatment,exists is same context,contextual proximity,3,#808080
school-aged children,preschoolers,exists is same context,contextual proximity,2,#808080
school-aged children with adhd,treatment,exists is same context,contextual proximity,3,#808080
school-aged children with adhd,untreated adhd,exists is same context,contextual proximity,6,#808080
school-based accommodations,adhd,exists is same context,contextual proximity,2,#808080
school-based accommodations,children with adhd,"Should be considered for children who struggle to complete homework, have learning issues, etc.",relation,4,#22dd22
school-based accommodations,psychoeducation,exists is same context,contextual proximity,2,#808080
school-based accommodations,psychotherapy,exists is same context,contextual proximity,2,#808080
"schork, n.j.","schulze, t.g.",co-author,relation,4,#22dd22
"schürks, m.","cruchaga, c.",exists is same context,contextual proximity,2,#808080
"schürks, m.","freilinger, t.",exists is same context,contextual proximity,2,#808080
"schürks, m.","furlotte, n.",exists is same context,contextual proximity,2,#808080
"schürks, m.","hrafnsdottir, m.",coauthors,relation,4,#22dd22
"schürks, m.","kurth, t.",exists is same context,contextual proximity,2,#808080
"schürks, m.","ligthart, l.",exists is same context,contextual proximity,2,#808080
"schürks, m.","ran, c.",exists is same context,contextual proximity,2,#808080
"schürks, m.","terwindt, g.m.",exists is same context,contextual proximity,2,#808080
sci. rep.,adhd (attention-deficit/hyperactivity disorder),exists is same context,contextual proximity,2,#808080
sci. rep.,pediatric enterovirus infection in taiwan,exists is same context,contextual proximity,2,#808080
sci. rep.,peripheral iron levels in children with adhd,"published in,exists is same context",relation,6,#22dd22
sci. rep.,swedish population twin sample,exists is same context,contextual proximity,2,#808080
sci. rep.,symptomatic remission in adhd,exists is same context,contextual proximity,2,#808080
sci. rep.,systematic review and meta-analysis,exists is same context,contextual proximity,2,#808080
science journal,awmd online journal,exists is same context,contextual proximity,2,#808080
science journal,j. atten. disord. journal,exists is same context,contextual proximity,2,#808080
sciencedirect,contents lists available at sciencedirect,"Available on,exists is same context",relation,6,#22dd22
sciencedirect,https://doi.org/10.1016/j.neubiorev.2021.01.022,exists is same context,contextual proximity,2,#808080
sciencedirect,journal homepage: www.elsevier.com/locate/neubiorev,exists is same context,contextual proximity,2,#808080
sciencedirect,neuroscience and biobehavioral reviews,exists is same context,contextual proximity,2,#808080
sciencedirect,neuroscience and biobehavioral reviews journal homepage: www.elsevier.com/locate/neubiorev,exists is same context,contextual proximity,2,#808080
sciencedirect,ny,exists is same context,contextual proximity,2,#808080
sciencedirect,usa,exists is same context,contextual proximity,2,#808080
sciencedirect,www.elsevier.com/locate/neubiorev,exists is same context,contextual proximity,2,#808080
scientists,adhd,exists is same context,contextual proximity,5,#808080
scientists,international consensus statement,exists is same context,contextual proximity,2,#808080
"scolnick, e.","scott, l.j.",co-author,relation,4,#22dd22
scores on the morning-evening preference scale,sleep-onset delay,correlated with both parental and polysomnographic measures,relation,4,#22dd22
screening,adhd,exists is same context,contextual proximity,4,#808080
screening,adhd medications,exists is same context,contextual proximity,2,#808080
screening,adolescence,exists is same context,contextual proximity,3,#808080
screening,assessment,thorough screening and assessment are necessary,relation,4,#22dd22
screening,medications,exists is same context,contextual proximity,2,#808080
screening,substance use,exists is same context,contextual proximity,2,#808080
screening and diagnosis,adhd,exists is same context,contextual proximity,3,#808080
screening and diagnosis,adhd in adults,exists is same context,contextual proximity,4,#808080
screening at routine healthcare visits,blood pressure,exists is same context,contextual proximity,2,#808080
screening at routine healthcare visits,heart rate,exists is same context,contextual proximity,2,#808080
screening for adhd in adults,adhd,exists is same context,contextual proximity,3,#808080
screening for adhd in adults,adolescence,exists is same context,contextual proximity,3,#808080
screening for adhd in adults,substance use,exists is same context,contextual proximity,2,#808080
screening tool,adult adhd self-report scale (asrs),exists is same context,contextual proximity,3,#808080
screening tool,conners adult adhd rating scales (caars),exists is same context,contextual proximity,2,#808080
screening tools,attention-deficit/hyperactivity disorder (adhd),"Screening tools are used for attention-deficit/hyperactivity disorder in children and adolescents.,exists is same context",relation,6,#22dd22
search criteria,chinese society of child and adolescent psychiatry,exists is same context,contextual proximity,3,#808080
search criteria,european college of neuro-psychopharmacology,exists is same context,contextual proximity,3,#808080
search criteria,germany,exists is same context,contextual proximity,3,#808080
search criteria,meta-analyses,exists is same context,contextual proximity,2,#808080
search criteria,pubmed,exists is same context,contextual proximity,2,#808080
search criteria,world psychiatric association,exists is same context,contextual proximity,3,#808080
seattle children's hospital,kenya,exists is same context,contextual proximity,3,#808080
seattle children's hospital,"seattle, wa, usa","Located in,exists is same context",relation,6,#22dd22
"seattle, wa, usa","abha, saudi arabia",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",african association of psychiatrists,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",african college of psychopharmacology,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","brain and mind institute, and department of internal medicine, medical college east africa, the aga khan university",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",canada,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",canadian adhd research alliance (caddra),exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",center of neurodevelopmental disorders (kind),exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","clinical psychology, king khalid university",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","curtin autism research group, school of occupational therapy, social work and speech pathology, curtin university",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","department of mental health and behavioural science, moi university school of medicine",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","eldoret, kenya",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",kenya,exists is same context,contextual proximity,6,#808080
"seattle, wa, usa",king's college london,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",nottingham,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","perth, western australia, australia",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",saudi adhd society medical and psychological committee,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",saudi arabia,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",seattle children's hospital,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",sickkids centre for community mental health,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa","social genetic & developmental psychiatry, institute of psychiatry, psychology, and neuroscience",exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",sweden,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",university of nottingham,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",university of toronto,exists is same context,contextual proximity,2,#808080
"seattle, wa, usa",university of washington,exists is same context,contextual proximity,2,#808080
second-line nonstimulants,medications used for adhd treatment,"approved by FDA,exists is same context",relation,7,#22dd22
second-line nonstimulants,preschoolers,exists is same context,contextual proximity,2,#808080
secondary school teacher,is not necessary,"and, if feasible",relation,4,#22dd22
secondary school teacher,preschool teachers and clinicians,exists is same context,contextual proximity,2,#808080
secondary school teacher,scales,exists is same context,contextual proximity,2,#808080
section 504,adhd,exists is same context,contextual proximity,2,#808080
section 504,child,exists is same context,contextual proximity,2,#808080
section 504,regular classroom setting,"Alternatively, the child may qualify for changes in the regular classroom setting under Section 504 of the",relation,4,#22dd22
section 504,school work,exists is same context,contextual proximity,2,#808080
section 504 of the rehabilitation act of 1973,child,exists is same context,contextual proximity,4,#808080
section 504 of the rehabilitation act of 1973,regular classroom setting,"under which child may qualify for changes,exists is same context",relation,8,#22dd22
section on 'evaluation for coexisting disorders',attention deficit hyperactivity disorder,exists is same context,contextual proximity,3,#808080
section on 'evaluation for coexisting disorders',attention deficit hyperactivity disorder in children and adolescents: clinical features and diagnosis,is referenced in,relation,4,#22dd22
sedation,abdominal pain,exists is same context,contextual proximity,9,#808080
sedation,adhd,exists is same context,contextual proximity,12,#808080
sedation,anorexia,exists is same context,contextual proximity,12,#808080
sedation,atomoxetine,exists is same context,contextual proximity,29,#808080
sedation,behavioral changes,exists is same context,contextual proximity,3,#808080
sedation,cardiovascular effects,exists is same context,contextual proximity,2,#808080
sedation,central nervous system effects,exists is same context,contextual proximity,3,#808080
sedation,clonidine,exists is same context,contextual proximity,5,#808080
sedation,d-amphetamine,exists is same context,contextual proximity,9,#808080
sedation,discontinuation due to adverse event,exists is same context,contextual proximity,15,#808080
sedation,drowsiness,exists is same context,contextual proximity,2,#808080
sedation,dry mouth,exists is same context,contextual proximity,2,#808080
sedation,fatigue,exists is same context,contextual proximity,4,#808080
sedation,gastrointestinal issues,exists is same context,contextual proximity,3,#808080
sedation,guanfacine,exists is same context,contextual proximity,32,#808080
sedation,headache,exists is same context,contextual proximity,2,#808080
sedation,hypertension,exists is same context,contextual proximity,21,#808080
sedation,hypotension,exists is same context,contextual proximity,4,#808080
sedation,insomnia,exists is same context,contextual proximity,11,#808080
sedation,irritability,exists is same context,contextual proximity,2,#808080
sedation,lisdexamphetamine,exists is same context,contextual proximity,9,#808080
sedation,methylphenidate,exists is same context,contextual proximity,12,#808080
sedation,modafinil,exists is same context,contextual proximity,6,#808080
sedation,mood swings,exists is same context,contextual proximity,2,#808080
sedation,nausea,exists is same context,contextual proximity,2,#808080
sedation,suicidal ideation,exists is same context,contextual proximity,2,#808080
sedation,weight loss,exists is same context,contextual proximity,9,#808080
sedation,α2-adrenergic agonists,"is a TEAE associated with,exists is same context",relation,10,#22dd22
seizures,agitation,exists is same context,contextual proximity,2,#808080
seizures,amphetamines,exists is same context,contextual proximity,32,#808080
seizures,anxiety,exists is same context,contextual proximity,8,#808080
seizures,black box warning,exists is same context,contextual proximity,2,#808080
seizures,cardiovascular disease,exists is same context,contextual proximity,2,#808080
seizures,depression,exists is same context,contextual proximity,4,#808080
seizures,drug dependency,exists is same context,contextual proximity,2,#808080
seizures,dysphoria,exists is same context,contextual proximity,8,#808080
seizures,glaucoma,exists is same context,contextual proximity,6,#808080
seizures,irritability,exists is same context,contextual proximity,8,#808080
seizures,mania,exists is same context,contextual proximity,2,#808080
seizures,methylphenidate,exists is same context,contextual proximity,34,#808080
seizures,monoamine oxidase inhibitors (maois),exists is same context,contextual proximity,2,#808080
seizures,psychosis,exists is same context,contextual proximity,8,#808080
seizures,substance abuse potential,exists is same context,contextual proximity,2,#808080
seizures,sudden death,exists is same context,contextual proximity,2,#808080
seizures,tics,exists is same context,contextual proximity,4,#808080
selection or modification of situations,emotional activation,"...regulatory processes are developmentally incorporated into emotion itself —leading some to conclude that 'unregulated emotion' in any pure sense does not exist...,exists is same context",relation,7,#22dd22
selection or modification of situations,emotional states,exists is same context,contextual proximity,2,#808080
selective noradrenaline reuptake inhibitors,adhd,"treatment for,exists is same context",relation,12,#22dd22
selective noradrenaline reuptake inhibitors,amphetamine,exists is same context,contextual proximity,18,#808080
selective noradrenaline reuptake inhibitors,amphetamine extended-release (oral suspension or oral disintegrating tablets),exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,atomoxetine,exists is same context,contextual proximity,5,#808080
selective noradrenaline reuptake inhibitors,d-amphetamine sulfate,exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,d-amphetamine transdermal system,exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,extended-release oral suspension and chewable tablet,exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,lisdexamfetamine (prodrug),exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,medications,exists is same context,contextual proximity,2,#808080
selective noradrenaline reuptake inhibitors,methylphenidate,"is associated with,exists is same context",relation,13,#22dd22
selective noradrenaline reuptake inhibitors,mixed amphetamine salts,exists is same context,contextual proximity,12,#808080
selective noradrenaline reuptake inhibitors,mixed amphetamine salts extended-release,exists is same context,contextual proximity,9,#808080
selective noradrenaline reuptake inhibitors,non-stimulants,"are a type of non-stimulant medication,exists is same context",relation,9,#22dd22
selective noradrenaline reuptake inhibitors,preparation duration of response (h),exists is same context,contextual proximity,6,#808080
selective noradrenaline reuptake inhibitors,racemic amphetamine sulfate,exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,racemic amphetamine sulfate oral disintegrating tablets,exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,stimulants,exists is same context,contextual proximity,2,#808080
selective noradrenaline reuptake inhibitors,tripled bead mixed amphetamine salts extended-release,exists is same context,contextual proximity,3,#808080
selective noradrenaline reuptake inhibitors,viloxazine extended-release,exists is same context,contextual proximity,4,#808080
selective noradrenaline reuptake inhibitors,α2 agonists,exists is same context,contextual proximity,4,#808080
selective norepinephrine reuptake inhibitors,academic performance,exists is same context,contextual proximity,2,#808080
selective norepinephrine reuptake inhibitors,adhd,exists is same context,contextual proximity,4,#808080
selective norepinephrine reuptake inhibitors,medication,"Selective norepinephrine reuptake inhibitors are a type of nonstimulant medication,exists is same context",relation,7,#22dd22
selective norepinephrine reuptake inhibitors,prescription stimulants,exists is same context,contextual proximity,2,#808080
selective norepinephrine reuptake inhibitors,viloxazine,exists is same context,contextual proximity,3,#808080
self-assessment tools,adhd,exists is same context,contextual proximity,2,#808080
self-assessment tools,clinical interview,Many self-assessment tools are available to provide clinicians with useful information that can guide and facilitate the clinical interview.,relation,4,#22dd22
self-assessment tools,dsm-5 diagnosis,exists is same context,contextual proximity,2,#808080
self-blame,adhd,exists is same context,contextual proximity,4,#808080
self-blame,symptoms,exists is same context,contextual proximity,2,#808080
self-control behaviors,adhd,exists is same context,contextual proximity,2,#808080
self-control behaviors,adults with adhd,exists is same context,contextual proximity,2,#808080
self-control behaviors,college students,exists is same context,contextual proximity,2,#808080
self-control behaviors,college-age students with adhd,"demonstrate fewer self-control behaviors,exists is same context",relation,6,#22dd22
self-control symptoms,adhd,exists is same context,contextual proximity,3,#808080
self-control symptoms,atomoxetine,exists is same context,contextual proximity,4,#808080
self-control symptoms,behavioral treatments,exists is same context,contextual proximity,4,#808080
self-control symptoms,developmental behavioral pediatrician,exists is same context,contextual proximity,2,#808080
self-control symptoms,stimulants,exists is same context,contextual proximity,3,#808080
self-esteem,adhd,exists is same context,contextual proximity,12,#808080
self-esteem,adhd diagnosis missed during childhood,exists is same context,contextual proximity,4,#808080
self-esteem,adhd impairments,exists is same context,contextual proximity,2,#808080
self-esteem,adhd symptoms,exists is same context,contextual proximity,7,#808080
self-esteem,adhd treatment options,exists is same context,contextual proximity,10,#808080
self-esteem,anxiety,exists is same context,contextual proximity,2,#808080
self-esteem,behavioural interventions,exists is same context,contextual proximity,5,#808080
self-esteem,childhood experiences,"Lower self-esteem related to childhood experiences,exists is same context",relation,7,#22dd22
self-esteem,cognitive-behavioral therapy,exists is same context,contextual proximity,2,#808080
self-esteem,depression,exists is same context,contextual proximity,2,#808080
self-esteem,difficulty keeping up at work,"Lower self-esteem related to difficulty keeping up at work,exists is same context",relation,7,#22dd22
self-esteem,executive function,exists is same context,contextual proximity,3,#808080
self-esteem,frequent failures in achieving life goals,"Lower self-esteem related to frequent failures in achieving life goals,exists is same context",relation,7,#22dd22
