id,type
screening and diagnosis,service
screening at routine healthcare visits,service
screening for adhd in adults,service
screening tool,service
search criteria,concept
seattle children's hospital,organization
"seattle, wa, usa",location
second-line nonstimulants,concept
secondary school teacher,person
section 504,other
section 504 of the rehabilitation act of 1973,documents
section on 'evaluation for coexisting disorders',documents
sedation,condition
seizures,condition
selection or modification of situations,service
selective noradrenaline reuptake inhibitors,concept
self-assessment tools,concept
self-blame,condition
self-control behaviors,concept
self-control symptoms,object
self-esteem,concept
self-help group,documents
self-monitoring,concept
self-monitoring skills,concept
self-perceptions of competence,condition
self-referential thoughts and mind-wandering,concept
self-referral,concept
self-regulation,concept
self-regulation in adhd,concept
self-regulation skills,concept
self-regulatory deficits,condition
self-regulatory functions,concept
self-regulatory strategies,service
self-report instrument,documents
self-reported functioning,concept
self-reported positive characteristics,documents
self-reported quality of life,concept
self-reports,service
selling or trading stimulants,documents
sensitivity,condition
sensitivity analysis,concept
separation anxiety may present with bedtime resistance/bed refusal or nocturnal anxiety,concept
serious cardiac disease,condition
serious infections,condition
serious negative consequences,condition
serious transport accidents,documents
serious transport accidents in adults with adhd,documents
serotonergic system,other
serotonin,other
serotonin syndrome,condition
serotonin transpo rter and receptor genetics,documents
serum ferritin,documents
serum iron levels,documents
servier,organization
ses,object
"seshadri, s.",person
settings,location
severe adhd,concept
severe allergic reactions,concept
severe behavioral changes,condition
severe dizziness,condition
severe hypotension,condition
severe institutional deprivation,concept
severe marital discord,condition
severe mood swings,condition
severely obese,condition
severity of impairment,concept
sex bias in prevalence,object
sexual abuse and physical neglect,other
sexual crime against schoolchildren with disabilities,concept
sexual crimes,condition
sexual desire,concept
sexual dimorphism,concept
sexual practices,concept
sexual problems,condition
sexual risk-taking,concept
sexual satisfaction,concept
sexuality,other
sexually transmitted diseases,concept
sexually transmitted infections,condition
shandong science and technology press,organization
shared genetic predispositions,concept
shared mechanisms,concept
sharing,condition
"shaw, p.",person
"shi, j.",person
shire,organization
shire pharmaceuticals,organization
shire/takeda,organization
shopping behavior,concept
shopping behavior for adhd drugs,documents
short term side effects,condition
short-acting and long-acting formulas,object
short-acting stimulant doses,object
short-acting stimulant preparation,documents
shorter duration,other
shorter-acting stimulants,object
shortly learning disorders,condition
shortness of breath,condition
"sibley, m. h.",person
siblings,entity
siblings of people with adhd,other
sickkids centre for community mental health,organization
side effect management,concept
similar symptoms in one or both parents,concept
single genetic abnormality,other
single genetic mutation,concept
single prior miscarriage,condition
single-nucleotide polymorphisms,documents
single-nucleotide polymorphisms (snps),object
situations,documents
sity,location
skills,concept
skills training,concept
skills training programs,service
skin,location
skin reactions,condition
sklar et al.,person
"slager, s.l.",person
sleep,condition
sleep assessment,other
sleep characteristics,concept
sleep disordered breathing,condition
sleep disorders,condition
sleep disturbances,condition
sleep efficiency,concept
sleep for youth with adhd,condition
sleep habits,concept
sleep in adults with autism spectrum disorder and attention deficit/hyperactivity disorder,documents
sleep in children with attention-deficit/hyperactivity disorder: meta-analysis of subjective and objective studies,object
sleep issue,condition
sleep logs,documents
sleep onset and maintenance,condition
sleep onset insomnia,condition
sleep onset is significantly delayed,condition
sleep onset latency,concept
sleep problems in children,documents
sleep quality,concept
sleep-maintenance insomnia,condition
sleep-promoting medications,documents
sleep-related breathing problems,condition
sleep-wake phase remains significantly delayed despite measures,condition
sleepiness,condition
slow heart rate (bradycardia),concept
slower than typical return of activated emotions to baseline,condition
slowing of heart rate,concept
small effect,other
small for gestational age,condition
small volume differences in selected subcortical structures and cortical surface areas,condition
"small, reachable, and clear goals",concept
"smit, j.h.",person
"smith, p.",person
snap25,documents
snris,service
"sobanski, e.",person
soc. psychiatry psychiatr. epidemiol.,documents
social,concept
social acceptance,condition
social cognitive and affective neuroscience,concept
social exclusion,concept
social factors,concept
social functioning in children,concept
"social genetic & developmental psychiatry, institute of psychiatry, psychology, and neuroscience",other
social gradients,concept
social impairment,concept
social impairment among young adolescents with adhd,object
social interventions,documents
social media,service
social relationships (friends and family),concept
social sciences and humanities research council of canada,organization
social skills,condition
social skills training,concept
social transfers,documents
social-emotional and self-regulation training program,concept
social-information processing,condition
socializing with peers,condition
socioeconomic cost,documents
socioeconomic status (ses),concept
solent nhs trust,organization
"soliva, j.c.",person
somatic co-prescriptions,service
somatic comorbidities,concept
somatic conditions,documents
somnolence,condition
sorcs3,other
south africa,location
south african journal of psychiatry,documents
south african society of psychiatrists/psychiatry management group,organization
south america,location
"southampton, uk",location
spansule,documents
special educational needs,object
specialist,person
specific and logical places,concept
specific side effects,condition
specific types of school work,concept
speech disorders,condition
speech fluency,condition
spelling scores,concept
spencer et al.,organization
"spencer, t. j.",person
"spice/synthetic cannabinoids cardiac problems, seizures",documents
spn-812,documents
spontaneous attentional fluctuations in adhd,concept
spouse,person
"spouses, parents or close friends",person
springer,organization
springer nature,organization
"st charles, mo, usa",location
"st clair, d.",person
st. martin ’s press,organization
"stahl, e.",person
standardized mean difference,concept
statistical power analysis for the behavioral sciences,concept
stein,person
"steinhausen, h. c.",person
stephen v. faraone,person
stigma,concept
stigma on people with adhd,condition
stigmatizing perceptions,concept
stimulant,concept
stimulant medication,service
stimulant medication effect,documents
"stimulant medications – in studies evaluating stimulant medications (eg, methylphenidate, dexmethylphenidate, dextroamphetamine, dextroamphetamine‐amphet amine)",other
stimulant monotherapy,service
stimulant preparations,concept
stimulant therapy,concept
stimulant use,concept
stimulant with short half-life,object
stimulant-refractory adhd,condition
stimulant-related side effects,concept
stimulants,documents
stimulants and amoxetine,concept
stimulants for nonmedical use,documents
"stimulants, selective nor epinephrine reuptake inhibitors (snris), and alpha‐2 adrenergic agonists.",other
stojanovski et al.,organization
stomachaches,condition
"stomachaches, nausea",condition
stp-pre-k enhanced,concept
strabismus,condition
"straight talk about psychiatric medications for kids, 4th edition",documents
strattera,documents
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),documents
stress,condition
stress levels,condition
stress symptom severity,condition
stress-adhd cycle,other
stress-related strains on cognition,condition
"striano, p.",person
"strohmaier, j.",person
stroke,condition
structural and functional brain abnormalities,documents
structured behavioural observations,service
structured or semi-structured interviews,service
struggle with self-awareness,concept
students attending schools with the highest rates of prescription stimulant use,entity
students with adhd,entity
study strategies,concept
"sturm, a.",person
"su, t.p.",person
sub-threshold cases of adhd,concept
subcortical brain volume,concept
subcortical regions,concept
subjective emotional experience,concept
subjective emotional intensity,condition
subjective emotionality,concept
subjective emotionality and expressive behaviors,condition
subjective experience,other
subjective experience of emotions,concept
subsequent likelihood of adhd,condition
substance use,condition
substance use disorder (sud),condition
substance use outcomes,concept
substance use problems,concept
substantia nigra,other
substantial parental substance abuse,condition
subsyndromal manifestations of attention deficit hyperactivity disorder,condition
subtle structural brain differences,documents
subtyping attention-deﬁcit/hyperactivity disorder using temperament dimensions,documents
successful activities,concept
sud,condition
sudden cardiac arrest (sca) and sudden cardiac death (scd),condition
sudden cardiac arrest (sca) and sudden cardiac death (scd) in children,documents
sudden cardiac death,condition
sudden death,condition
sudden unexpected death,object
"sudre, g.",person
suds,condition
sugar consumption,documents
suicidal behavior,concept
suicidal spectrum behaviors,condition
"suicidal thinking, hallucinations, or aggressive behavior",object
suicide rate,concept
suicide related events,condition
suicide risk reduction,concept
sullivan,person
sulphur dioxide,other
sulphur dioxide levels,other
sunovion,organization
sunovion pharmaceuticals,organization
suny upstate medical university,organization
supernus,object
supernus pharmaceuticals,organization
supervision,service
supplemental figure 1,documents
supplementary motor area,object
support groups,concept
supportive family environment,condition
supportive parents,organization
surgical treatment with adenotonsillectomy,service
sustained attention,concept
sustained therapeutic success,concept
"sutcliffe, j.s.",person
sweating of the face,other
sweden,location
swedish pharmacy dispensing data,service
swedish population twin sample,entity
swedish population-based study,location
swedish registry study,concept
"swelling of the face, lips, tongue, or throat",condition
switzerland,location
symptom and impairment severity,concept
symptom checklists,documents
symptom domains,concept
symptom expression,concept
symptom fluctuations,concept
symptom improvement,condition
symptom masking,concept
symptom prevalence,concept
symptom severity,concept
symptomatic remission in adhd,condition
symptoms,documents
symptoms and diagnostic criteria,documents
symptoms and function control,concept
symptoms and impairments,concept
symptoms and levels of impairment,concept
symptoms like difficulty focusing,condition
symptoms of inattention or hyperactivity–impulsivity,condition
synapse development,concept
synapse formation,concept
synapse formation and plasticity,concept
synthetic food color additives,documents
systematic review,documents
systematic review of quality of life and functional outcomes,documents
systolic bp,condition
"szatmari, p.",person
szsm201612036,other
são paulo research foundation (fapesp),organization
t. ethofer,person
t.l.,person
t.m. chaim-avancini,person
t.s.,person
t1dm,condition
table 1,documents
tachyarrhythmia,condition
taiwan,location
takeda,organization
takeda pharmaceutical,organization
"taking charge of adhd, third edition: the complete, authoritative guide for parents",documents
talbot,other
tamm and colleagues,organization
tapetum,object
task-oriented coping,concept
tdcs,concept
tdcs239,concept
teacher,person
teacher ratings,service
technical and relational communication strategies,concept
teen pregnancies,condition
teenage birth among women and girls,condition
teenage parenthood,concept
teenage parenthood and birth rates for individuals with and without attention-s.v. faraone et al.,documents
teenage pregnancy,condition
teenagers with adhd,entity
tel aviv university,organization
"tel aviv, israel",location
temper outbursts,condition
temporal dynamics of emotional processing,concept
temporal regions,location
temporally secondary co-morbid mental disorders,concept
"terwindt, g.m.",organization
test scores,documents
test-retest reliability of selected categorical diagnoses,concept
testicular dysfunction,condition
testicular function,concept
testosterone,concept
teva israel,organization
thalamus,other
"thapar, a.",person
the adhd research group,organization
the age-dependent decline of attention deficit hyperactivity disorder: a meta-analysis of follow-up studies,documents
the american professional society of adhd and related disorders (apsard),organization
the association between methylphenidate treatment and the risk for fracture among young adhd patients: a nationwide population-based study in taiwan.,other
the brown add scales,documents
the contribution of common genetic risk variants for adhd to a general factor of childhood psychopathology,concept
"the effect of omega-3 polyunsaturated fatty acid supplementation on emotional dysregulation, oppositional behaviour and conduct problems in adhd: a systematic review and meta-analysis",documents
the german association of child and adolescent psychiatry and psychotherapy,organization
"the lundbeck foundation initiative for integrative psychiatric research, ipsych",organization
the management of adhd,concept
the neural bases of emotion regulation,concept
therapists,person
therapy,concept
theta to beta ratio,documents
thickness,concept
thieme,organization
thieme hogrefe,organization
"thomas, g. n.",person
thompson,person
"thompson, p.m.",person
thoughts and feelings,concept
thyroid dysfunction during pregnancy,condition
tics: development or worseni ng of motor or  vocal tics.,documents
tieffenbacher pharmaceuticals,organization
time,date
time and psychostimulants,documents
time management,concept
timing of emotion-related phenomena,concept
tiny improvements,concept
tms,concept
tns,concept
tobacco exposure,condition
"tokyo metropolitan university graduate school of public health, tokyo, japan",organization
tolerability,concept
tonix pharmaceuticals,organization
topic discussed separately,documents
torino,location
total adhd symptoms,concept
total annual costs,other
total cortical surface area,concept
total sleep time,concept
tower task performance,concept
tract-based spatial statistics studies,concept
traffic-based air pollution,condition
traffﬁc tickets,other
training sessions,service
trans-diagnostic phenomena,concept
transcendence,concept
transdiagnostic approaches,concept
translational psychiatry,documents
trauma,condition
trauma-related emergency room admissions,condition
traumatic brain injuries,condition
travel expenses and speaking fees attached to conference presentations and professional groups,concept
treat behavioral contributors,service
treated infections and the subsequent risk of treated mental disorders in children and adolescents,concept
"treatment alternatives, benefits, and risks",documents
treatment initiation,concept
treatment of attention deficit hyperactivity disorder in adults,concept
treatment options,concept
treatment plan,concept
treatment response in adult adhd patients,condition
treatment seekers,other
treatment service utilization,concept
treatment-related adverse effects,condition
trial sequential analysis,concept
trials norms availability,documents
tricyclic antidepressants,other
trigeminal nerve stimulation,service
trigeminal nerve stimulation (tns),service
"trinity college, dublin, ireland",organization
tripled bead mixed amphetamine salts extended-release,documents
tris pharma,organization
trouble falling asleep and weight loss,condition
trouble paying attention,condition
tseng et al.,person
tsetsos,person
tucker-drob,person
"turecki, g.",person
turn-taking,condition
twenty-four-week treatment with atomoxetine,concept
twin studies,documents
two or more prior miscarriages,condition
type 1 diabetes,concept
type 2 diabetes,condition
types of adult adhd,condition
typical non-adhd person,person
u.s. black youths,entity
u.s. food and drug administration,organization
u.s. national fortune 100 company,organization
u.s. studies,documents
u.s. youths with adhd,person
uk adult adhd network (ukaan),organization
uk biobank,organization
uk department of health and social care,organization
uk medical research council (mrc),organization
uk national institute for health and care excellence (nice) adhd guideline committee (cg87),organization
ukri medical research council grant mr/t046864/1,documents
ulcerative colitis,condition
ultragen pharmaceutical,organization
under-activation,object
underemployment,condition
underlying cardiac disease,condition
unemployment,other
unhealthy diets,concept
unhealthy eating habits,condition
unintended injuries,condition
unintentional injuries in children and adolescents,documents
unintentional injury-related deaths,condition
unique impact of adhd on women,concept
universidade de são paulo,other
universitair ziekenhuis brussel (uz brussel),organization
university cologne,organization
university hospital bonn,other
university hospital cologne,organization
university medical center groningen,organization
university of antwerp,location
university of basel,organization
university of california irvine,organization
university of copenhagen,location
university of groningen,organization
university of nijmegen,other
university of nottingham,other
university of southampton,other
university of southern denmark,organization
university of the free state,organization
university of torino,organization
university of toronto,other
university of washington,organization
university of zurich,organization
unmeasured confounding,concept
unraveling affective dysregulation in borderline personality disorder,concept
unrecognized and untreated adhd,concept
unremitting adverse effects,condition
untreated adhd,condition
upper abdominal pain,condition
us,location
us agency for health research and quality,organization
us national football league,organization
us patent,documents
us patent us20130217707 a1 for the use of sodium–hydrogen exchange inhibitors in the treatment of adhd,documents
us poison control centers,organization
us20130217707 a1,other
useful questions to elicit rls symptoms,service
using stimulants in higher-than-prescribed doses,documents
utb,organization
utrecht,location
validated measures of symptom change,service
valproate,documents
valuation,concept
value health,documents
van den heuvel,person
"van der oord, s.",person
"van houten, i. ",person
van nieuwerburgh,person
vanda pharmaceuticals,organization
variability in response and tolerability,condition
variable patterns of remission from adhd in multimodal treatment study of adhd,object
variant risk,concept
variants,concept
vehicular crashes,documents
ventral anterior cingulate cortex,location
ventral striatum,other
ventromedial prefrontal cortex,other
"veps¨al¨ainen, s.",person
verbal fluency,concept
verbal memory,concept
verbal working memory,concept
very preterm/very low birth weight,condition
very/extremely preterm or very/extremely low birth weight babies,person
victims of violence,entity
vifor,organization
"vilarroya, o.",person
vill,other
viloxazine,concept
viloxazine (qelbree),documents
viloxazine extended-release,documents
violent crime against children with disabilities,concept
violent crimes,object
violent crimes against youths,documents
viral pneumonia,condition
vision problems,condition
vision training,concept
visual attention,concept
visual disturbances,condition
visuospatial working memory,concept
vitalamins,documents
vitals before medication treatment,service
"voineskos, a.n.",person
vomiting,condition
vrije universiteit amsterdam,location
vrije universiteit brussel (vub),organization
vulnerability for emotional disorders,concept
vyvanse,documents
w.v.b,person
waiting list controls,concept
wang et al.,person
"wang, h.",person
warning signs for cardiac disease,condition
warnings and contraindications for medication,documents
waterloo foundation,organization
watson,other
weak behavioral inhibition,concept
weak support systems,condition
weatherall,person
"wedenoja, j.",organization
weight,concept
weight gain,condition
weight loss,concept
"weikard, m.a.",person
weiss functional impairment rating scale,service
well-being of patients,concept
wellcome trust,documents
wender utah rating scale,documents
wender-reimherr adult attention deficit disorder scale,service
wendland,person
"werge, t.",person
"werner-kiechle, t.",person
"westwood, s. j.",person
wfadhd,organization
wfirs,documents
what causes adhd,concept
"wheeler, a.l.",person
"whelan, c.d.",person
white blood cell disorders,condition
white matter,documents
white matter differences,object
white matter integrity,condition
white matter microstructure,concept
white matter tracts,concept
who world mental health survey initiative,documents
whole-exome sequencing (wes) study,service
"wiers, r.w.",person
"wilens te, hammerness pg.",person
wilkins,other
"willcutt, e.g.",person
"williams, n.",person
"winsvold, b.",person
within-sibship genome-wide association analyses,documents
"witt, s.h.",person
"witte, j.s.",person
wolff-parkinson-white syndrome,condition
"wolraich, m.",person
women with adhd,person
women with previously undiagnosed adhd,entity
won,person
work,service
work ability,concept
work environment,location
work functioning,concept
work performance,concept
workdays missed,concept
workers with adhd,person
working memory,concept
working memory training,service
workplace,location
world federation of adhd,organization
world health organization (who),organization
world j. biol. psychiatry,documents
world psychiatric association,organization
world psychiatry,documents
wraadds,documents
"wuerzburg, germany",location
wurs,documents
www.adhdevidence.org and www.adhdinadults.com,service
"würzburg, germany ",location
x. feng,person
xenon pharmaceuticals,organization
xr,documents
"xu, g., strathearn, l., liu, b., yang, b., bao, w.",person
y. cheng,person
y.a. rosenthal,person
y.w.,person
"yao, s., kuja-halkola, r., martin, j., lu, y., lichtenstein, p., norring, c., birgegard, a., yilmaz, z., hubel, c., watson, h., baker, j., almqvist, c., thornton, l.m., magnusson, p.k., bulik, c.m., larsson, h.",person
"yeh, j.y., hou, t.y., tseng, w.t., chen, v.c., yang, y.h., kuo, t.y., weng, j.c., lee, c.t., chen, y.l., lee, m.j.",person
yi zheng,person
"yi, z., jing, l.",person
yoga,service
young people with mental health problems,object
"young, s., moss, d., sedgwick, o., fridman, m., hodgkins, p.",person
younger classmates,object
youth adhd symptoms,condition
youth at risk for mental illness,entity
youth diagnosed with adhd,person
youth polygenic scores,concept
youth psychotherapy,concept
"zayats, t.",person
zentrales adhs-netz,organization
zhu,person
"zimprich, f.",person
zinep,organization
zolpidem,service
zombie effect,concept
zonmw grants 636340003 and 636340002,documents
"zurich, switzerland",location
örebro university,organization
ɑ2 agonists,concept
α receptors,concept
α2-adrenergic,documents
terms of such publishing agreement,documents
symptoms of adhd may be less evident,concept
behavioral disinhibition,concept
clinician interview,service
exaggerated delay discounting,condition
genetic liability,concept
middle school students,entity
physiologic phenotypes,concept
combination therapies,service
machine learning algorithms,concept
brain-specific neuronal subtypes,concept
substance-related problems,concept
lifespan,date
headaches and stomach aches,condition
personalized treatment,concept
predictive modelling,service
delayed dim-light melatonin onset,concept
neuropsychological performance,concept
"rouleau, g.a.",person
"padyukov, l.",person
american college of cardiology,organization
american heart association,organization
fewer studies,concept
"haavik, j.",person
attention-deficit/hyperactivity disorder and comorbid social anxiety disorder,concept
cognitive behavioral therapy/dbt skills training,service
disease burden,concept
externalizing behaviour,condition
triple-bead mixed amphetamine salts (spd465),documents
"battey, t.",person
child psychiatry,concept
publishing agreement,documents
"stroink, h.",person
given,service
"parents, children, and teachers",entity
regular monitoring for any changes in behavior or mood,object
increased aggression,object
"cormand, b.",person
"holliday, e.",person
find points of intervention that will improve the effectiveness of medical and non-medical treatments,other
"thijs, v.",person
developmental trajectories,concept
adhd symptom or impairment scales,documents
"waldman, i.",person
palpitations,object
regular assessment of heart rate and blood pressure,object
east asian,entity
dbt,service
social cognitive programs,concept
amphetamine medication,concept
evening chronotypes,condition
national institute for children's health quality,organization
"bright light therapy, typically consisting of exposure to 30 minutes of bright light therapy upon awakening",service
assessment modifications,service
behavioral adaptations,service
lower levels of alertness,condition
bright-light therapy is a low-risk intervention,concept
establish healthy circadian patterns,concept
evening administration of melatonin may be helpful for sleep-onset insomnia,service
sleep laboratory,service
"mühleisen, t.w.",person
"faculty of medicine, university of southampton",organization
complex adhd case,condition
adhd in medication-treated adults with continued symptoms,concept
mental health services,service
simple adhd,concept
schizophrenia and autism spectrum disorder,concept
"emotions - subjective/cognitive, behavioral, and physiological",service
complaints,concept
"ferrier, i.n.",person
"jones, i.r.",person
"edenberg, h.j.",person
sleep latency,concept
"schumacher, j.",person
"rothenberger, a.",person
aarhus university,organization
university of bergen,organization
karolinska institutet,organization
norton college of medicine at suny upstate medical university,organization
is adhd diagnosed in accord with diagnostic criteria?,other
university of bari “aldo moro”,organization
adhd and its comorbid conditions on basis of a study,documents
qol of youths with adhd,condition
tiredness and daytime behavioral difficulties,condition
movement regulation,concept
cognitive components,concept
cognitive performance,concept
impulsive construct,service
adhd medication adherence,concept
coping skills for managing anger,concept
impairment in major life activities,concept
problem-solving strategies,concept
child and adolescent psychopathology,condition
aetiological links between adhd and its mental and somatic comorbidities,condition
limits,concept
adhd research network,concept
characterize the sleep problem(s) and assess for behavioral contributors,object
consequences,concept
barkley deficits in executive functioning scale (bdefs-ca),documents
pediatric population with attention deficit hyperactivity disorder,condition
inhibition and attention in attention-deficit/hyperactivity disorder,condition
cause the disorder and affect the brain,other
socio-economic status,condition
epigenetics,concept
longitudinal analysis,concept
"rice, j.",person
epidemiology and management of attention-deficit/hyperactivity disorder in girls,concept
"guzman-parra, j.",person
impulsivity and emotional lability,concept
simultaneous treatment sessions,service
long-term use,object
everyday routine care,service
"reduce health-care disparities, improve health-care accessibility",concept
heart block,condition
"marson, a.",person
"martinez, m.",person
school mental health providers,organization
alternative reinforcers,concept
primary problem,concept
full spectrum of diagnosed mental disorders in childhood and adolescence,documents
"training about establishing predictable home routines, social coaching, and teaching emotion regulation and problem-solving strategies",concept
sibling-control,concept
children with severe mood dysregulation,condition
children with adhd and smd,condition
environmental demands,concept
department,organization
interdisciplinary collaborations,concept
"e.m., ramos-quiroga",person
"kittel-schneider, s.",person
positive aspects,concept
preterm birth and adhd in schoolchildren,concept
r.,object
"szatkiewicz, j.p.",person
"kennedy, j.l.",person
"koller, a.c.",person
"oades, r.d.",person
"rietschel, m.",person
"lewis, c.m.",person
"taylor, m.j.",person
"lissowska, j.",person
"sjostedt, c.",person
"serious implications (such as increased risk of adolescent substance use disorder, academic failure, and accidents)",condition
association of adhd medications with cardiovascular diseases,concept
parental asthma and adhd,concept
impact of adhd in older adults and the risks for mild cognitive impairment and dementia,condition
hypertension and arterial disease,condition
"lucae, s.",person
"malt, u.f.",person
"martinsson, l.",person
positive reinforcement,concept
inconsistent discipline,concept
early-life exposures,condition
"schofield, p.r.",person
"mcmahon, f.j.",person
"melle, i.",person
treatment planning,concept
performance on higher education entrance tests,concept
"misuse and diversion of these medications, especially among adolescents and young adults",other
"predictor of treatment response, family history of adhd, many clinical features, measures of brain structure and function, and adverse outcomes",other
mortality in children with attention-deficit hyperactivity disorder,concept
"millischer, v.",person
meditation,service
"rothwell, p.",person
"pulit, s.",person
"bau, c.h.d.",person
birth weight and attention deficit hyperactivity disorder,condition
new symptoms,condition
bullying among children with autism,condition
integrative group,concept
"morris, d.w.",person
"ryten, m.",person
aggressive behavior disorders of childhood,condition
information processing,documents
stigma in attention deficit hyperactivity disorder,condition
"mullins, n.",person
a 14-month randomized clinical trial of treatment strategies for attention-deficit/hyperactivity disorder,concept
"attention deficit hyperactivity disorder: diagnosis and management of adhd in children, young people and adults",documents
exposure to adversity,condition
cognitive science,service
attention regulation,concept
youth development study,other
child neurodevelopmental outcomes,concept
adhd: blood level analysis and meta-analytic extension of supplementation trials,condition
type of insomnia,concept
adhd’s somatic comorbidities,concept
medication for adhd and criminality,concept
biological measure of adhd,documents
positive parenting and helpful child behavior management strategies,concept
components work for children with adhd,concept
nature of nurture,concept
integrative treatment program,concept
behavioural therapy and cognitive–behavioural therapy (cbt),service
immediate reward,concept
identification of negative mood states,concept
preschoolers with symptoms of both adhd and odd,entity
workplace performance,concept
"ramos, e.m.",person
false confession among juveniles and young persons,condition
predictor,concept
"piacentini, j.",person
"zandi, p.p.",person
"parental genetic liability to attention-deficit/hyperactivity disorder, autism, and schizophrenia",condition
assessment and treatment of preschool children,service
adhd symptoms or sleep symptoms,concept
metacognitive strategies and social skills,concept
modulating emotions,concept
"gender differences in psychiatric comorbidity: a population-based study of 40,000 adults",documents
innovation,concept
short form of the,documents
comparative efficacy of methylphenidate and atomoxetine,concept
methylphenidate combined with cbt group treatment,service
implementation standards,concept
compas trial,documents
"ruppert, a.-k.",person
"paschou, p.",person
biological processes in adhd,concept
"raychaudhuri, s.",person
emerging problems,concept
adhd assessment tools,concept
rapid increase in blood pressure,condition
additional evaluation and treatment,concept
"monitoring of weight, height, appetite, and growth in children",object
"roeder, k.",person
"lesch, k.-p.",person
"romanos, m.",person
"sanders, a.r.",person
"schachter, s.",person
"sergeant, j.a.",person
"schatzberg, a.f.",person
"schoch, s.",person
"schellenberg, g.d.",person
turner institute for brain and mental health,organization
3 to 6 mg,documents
"schulze, t.g.",person
"scott, l.j.",person
sleep-onset delay,condition
adults with attention-deficit/hyperactivity disorder and executive function impairment,concept
e-value,documents
monitoring,service
amphetamines being taken with other medications that increase serotonin levels,object
fainting or dizziness,condition
"silverman, j.m.",person
reinforcement,concept
"smalley, s.l.",person
children undergoing evaluation for ad hd,entity
make gradual changes toward the desired bedtime,concept
typical doses,concept
bright light therapy or melatonin may be useful,service
"sonuga-barke, e.j.",person
"sperling, m.",person
synaptic connections,concept
adult attention-deficit/hyperactivity disorder guidelines,documents
relationship maladjustment,condition
2024,date
"state, m.",person
"leber, m.",person
"strauss, j.s.",person
future research,concept
optimized doses,documents
remission of irritability,concept
pausing at weekends,concept
serious cardiac disease (scd),condition
treatment discontinuation,concept
"surges, r.",person
"stroup, t.s.",person
criminal activity,service
improvements in neurobehavioral symptoms and academic performance,concept
"questions about settings, onset, duration, and remission",documents
false-positive diagnoses in adhd,concept
"visscher, f.",person
development or worsening of motor tics,object
concentration,condition
increase in heart rate and blood pressure,condition
current perspectives,documents
"ophoff, r.",person
" van de voort, i.m. ",person
affective components,concept
blurred vision,object
retrospective diagnosis of childhood attention deficit hyperactivity disorder,concept
"zara, f.",person
"elia, j.",person
genetic effects,concept
information,documents
life away from work,concept
international statistical classification of diseases and related health problems (11th revision),documents
"twenty-year trends in diagnosed attention-deficit/hyperactivity disorder among us children and adolescents, 1997 –2016",documents
associations between attention-deficit/hyperactivity disorder and various eating disorders: a swedish nationwide population study using multiple genetically informative approaches,documents
association between attention deficit hyperactivity disorder and risk of burn injury: a propensity-matched cohort study,documents
"prevention and treatment guidelines for attention deficit hyperactivity disorder, 2nd ed.",documents
a meta-analysis of the prevalence of attention deficit hyperactivity disorder in incarcerated individuals,documents
adversity,condition
"gasser, t.",person
